CustomerID,Recency,Frequency,Monetary,Cluster,Segment,PC1,PC2
12378,130,1,4008.62,2,At-Risk Valuable Customers,-0.18123170122265825,1.0309438422748993
12379,82,2,852.24,2,At-Risk Valuable Customers,-0.3743784838820117,0.33450605167281955
12380,22,4,2724.81,2,At-Risk Valuable Customers,1.1292507908117342,0.13963559905770914
12381,5,5,1845.31,1,High-Value Loyal Customers,1.6227713603000662,-0.7839695201384549
12383,185,5,1850.56,2,At-Risk Valuable Customers,0.3119288911621609,1.394255169561286
12384,29,2,585.27,0,Recent Low-Value Customers,-0.16359225570603594,-0.44720020741499317
12386,338,2,401.9,3,Inactive Customers,-1.2681482612745099,0.9537095247140177
12388,16,6,2780.66,1,High-Value Loyal Customers,1.5587445541981353,0.08464947658792091
12390,80,1,549.84,3,Inactive Customers,-0.939483487049372,0.004062740498857488
12391,22,1,460.89,0,Recent Low-Value Customers,-0.5419874572875217,-0.8581966000267341
12393,72,4,1582.6000000000001,2,At-Risk Valuable Customers,0.43021421498820855,0.6743491059808395
12394,64,2,1272.48,2,At-Risk Valuable Customers,-0.09093258965185506,0.3251965418674767
12395,19,12,3018.63,1,High-Value Loyal Customers,2.09555901687869,0.455407997775142
12397,36,2,2409.9,2,At-Risk Valuable Customers,0.42724960232220216,0.2001230371412851
12398,46,1,1635.6599999999999,2,At-Risk Valuable Customers,-0.21474267565219207,0.055099636016493855
12399,119,4,1108.65,2,At-Risk Valuable Customers,0.07151790488549992,0.860097911646388
12401,303,1,84.3,3,Inactive Customers,-2.3300001503362617,0.1640703813363093
12402,323,1,225.6,3,Inactive Customers,-1.8907212605685593,0.5598719258295132
12403,50,1,427.7,3,Inactive Customers,-0.88166614306008,-0.3804382041590979
12405,149,1,1710.39,2,At-Risk Valuable Customers,-0.636999271672788,0.807105264295109
12406,22,2,3415.3,2,At-Risk Valuable Customers,0.7743205656033003,0.025492302109311596
12407,50,5,1708.1200000000001,2,At-Risk Valuable Customers,0.7683735592717776,0.5447731571974693
12408,33,5,2888.55,2,At-Risk Valuable Customers,1.1724978592469193,0.4787253267510189
12409,79,3,11072.67,2,At-Risk Valuable Customers,1.1162838930136416,1.3541431637533667
12410,309,2,693.3299999999999,3,Inactive Customers,-0.9757065755782935,1.0949947205750281
12412,75,3,1226.88,2,At-Risk Valuable Customers,0.09224918132952799,0.5215961758547353
12413,67,3,758.1,2,At-Risk Valuable Customers,-0.09345826008305104,0.27613809222387237
12414,217,3,562.41,3,Inactive Customers,-0.6800924747452122,0.9063065314476109
12415,24,21,124914.53,1,High-Value Loyal Customers,4.252635175262885,2.1531541560938483
12417,3,9,3649.1,1,High-Value Loyal Customers,2.563209976222719,-0.5968291937827154
12418,113,1,668.58,3,Inactive Customers,-0.9774400878310423,0.2917458017805727
12420,64,1,600.39,3,Inactive Customers,-0.8137299999401865,-0.10352081554933162
12421,16,4,807.04,0,Recent Low-Value Customers,0.6677669222651014,-0.49432230487325224
12422,96,3,803.5600000000001,2,At-Risk Valuable Customers,-0.20158809919335394,0.522498945481227
12423,1,8,1859.31,1,High-Value Loyal Customers,2.4129268576492446,-1.321960263419046
12424,163,2,1760.96,2,At-Risk Valuable Customers,-0.2905064655589657,1.0300677408457555
12425,78,1,777.2,3,Inactive Customers,-0.7659597586263914,0.1139074214055826
12426,195,1,582.73,3,Inactive Customers,-1.249628155666244,0.5854143407069
12427,22,3,825.8,0,Recent Low-Value Customers,0.3613024594551531,-0.3800639344673253
12428,26,9,7956.46,1,High-Value Loyal Customers,2.203369532069046,0.8973490720610751
12429,9,4,3750.4,1,High-Value Loyal Customers,1.5990697357215151,-0.2722654680074067
12430,43,1,256.4,3,Inactive Customers,-1.0673241408840148,-0.6596084615639984
12431,36,15,6487.45,1,High-Value Loyal Customers,2.4112755812576956,1.2034684063293075
12432,43,5,5059.32,2,At-Risk Valuable Customers,1.3398720276002845,0.8460215809160643
12433,1,7,13375.87,1,High-Value Loyal Customers,3.2425381895567917,-0.6495829732729489
12434,85,2,806.14,2,At-Risk Valuable Customers,-0.4143036638967131,0.3368127566510641
12435,80,2,7829.89,2,At-Risk Valuable Customers,0.686885613415412,1.1254373123191606
12436,100,1,509.01,3,Inactive Customers,-1.0603519149301428,0.11595601678721049
12437,2,18,4951.41,1,High-Value Loyal Customers,3.3985289953175797,-0.4216053565176286
12438,14,2,2906.85,2,At-Risk Valuable Customers,0.8611863658604614,-0.30413161520815035
12441,367,1,173.55,3,Inactive Customers,-2.0632217075594577,0.5456725543905959
12442,3,1,172.06,0,Recent Low-Value Customers,-0.3394309527379714,-2.3243177346058737
12444,21,5,5005.46,1,High-Value Loyal Customers,1.5996585348846923,0.40266486489330183
12445,22,1,133.4,0,Recent Low-Value Customers,-1.1278033410528816,-1.3072695431188261
12446,58,1,1002.3100000000001,3,Inactive Customers,-0.5338474485610624,0.021257103910793065
12447,243,1,476.49,3,Inactive Customers,-1.428664337346446,0.6512179653105091
12448,44,1,449.45,3,Inactive Customers,-0.8103544198260223,-0.4417905024695687
12449,22,4,4067.29,2,At-Risk Valuable Customers,1.3192815271962923,0.28530877800543436
12450,156,2,197.88,3,Inactive Customers,-1.309026030231883,0.20886061306810444
12451,11,5,9035.52,1,High-Value Loyal Customers,2.1115082383980788,0.23318795643448864
12452,17,2,430.57,0,Recent Low-Value Customers,-0.11377034645295803,-0.8825105303049674
12453,134,1,707.09,3,Inactive Customers,-1.0155110406896333,0.41928442090454726
12454,56,1,3528.34,2,At-Risk Valuable Customers,0.07620289948679951,0.45694115093898124
12455,73,6,2466.86,2,At-Risk Valuable Customers,0.9399048317485653,0.9736466254075837
12456,44,3,3181.04,2,At-Risk Valuable Customers,0.7443739523670816,0.5357198558764443
12457,66,7,2363.23,2,At-Risk Valuable Customers,1.078308069051668,0.9463459463658825
12458,71,2,947.4,2,At-Risk Valuable Customers,-0.26987584818829435,0.2828287127331985
12461,94,2,826.88,2,At-Risk Valuable Customers,-0.44029630546153764,0.4091449600384702
12462,19,2,1189.59,0,Recent Low-Value Customers,0.32751501333506844,-0.4465689002691526
12463,53,4,1344.78,2,At-Risk Valuable Customers,0.46819396418035475,0.42401511582944185
12464,10,8,1212.05,1,High-Value Loyal Customers,1.5585976688727647,-0.3966769717174263
12465,17,2,742.1899999999999,0,Recent Low-Value Customers,0.1441496142812017,-0.6847950380164758
12468,188,2,729.5400000000001,3,Inactive Customers,-0.7625009627628181,0.7997618680133278
12471,2,30,19824.05,1,High-Value Loyal Customers,4.4995722250785635,0.2710695446744831
12472,32,7,6572.11,1,High-Value Loyal Customers,1.834146672102373,0.8693121746310408
12473,29,5,3938.5499999999997,2,At-Risk Valuable Customers,1.3674144447169874,0.5121256645555676
12474,17,18,7375.79,1,High-Value Loyal Customers,2.902949677325859,0.8593412864503203
12475,54,1,723.38,3,Inactive Customers,-0.6615977368516811,-0.14174817337857726
12476,16,11,6816.42,1,High-Value Loyal Customers,2.471692094598073,0.6178460505291189
12477,23,6,13219.74,1,High-Value Loyal Customers,2.166650085616496,0.870300887493555
12478,4,1,680.99,0,Recent Low-Value Customers,0.22606734460190298,-1.6839799985748236
12479,11,1,527.2,0,Recent Low-Value Customers,-0.22972797106263265,-1.22187870300009
12480,28,4,3281.63,2,At-Risk Valuable Customers,1.128881260709772,0.35421758167726397
12481,23,10,5596.32,1,High-Value Loyal Customers,2.167639489588156,0.7313137318374735
12483,17,8,2484.98,1,High-Value Loyal Customers,1.7109056460531038,0.17657298264833993
12484,33,6,4541.72,2,At-Risk Valuable Customers,1.5266290062743775,0.7025334982199636
12488,10,3,1298.66,0,Recent Low-Value Customers,0.8577822931788802,-0.683180944423936
12489,336,1,334.93,3,Inactive Customers,-1.7189215240374751,0.7280347595525993
12490,5,10,5417.93,1,High-Value Loyal Customers,2.681998202496145,-0.15939686357949726
12491,39,1,460.40000000000003,0,Recent Low-Value Customers,-0.7539498528407044,-0.507729395910045
12492,63,2,263.21000000000004,3,Inactive Customers,-0.8313391422208981,-0.2567534301970267
12493,166,2,433.74,3,Inactive Customers,-0.9615130051933833,0.5324925310829166
12494,16,7,1246.1000000000001,2,At-Risk Valuable Customers,1.2988483685871992,-0.1558664310045774
12497,82,1,1043.1,3,Inactive Customers,-0.645355137130374,0.25214406415462765
12498,21,3,403.70000000000005,0,Recent Low-Value Customers,0.039272870500858224,-0.6681283269109047
12500,23,11,4257.82,1,High-Value Loyal Customers,2.116658915749402,0.6653308588881367
12501,337,1,2169.39,3,Inactive Customers,-0.8346864946529879,1.4086154148262362
12502,96,5,3723.87,2,At-Risk Valuable Customers,0.8924029082599233,1.2357647519164803
12504,18,2,482.04999999999995,0,Recent Low-Value Customers,-0.08095492214077185,-0.8072381303663316
12506,233,1,73.5,3,Inactive Customers,-2.2942375010223137,-0.05110004699713629
12507,134,3,1304.81,2,At-Risk Valuable Customers,-0.09809349441589128,0.9082470013710979
12508,26,2,398.27,0,Recent Low-Value Customers,-0.305620963876073,-0.6537385914715599
12509,284,1,176.5,3,Inactive Customers,-1.9576017124504814,0.389719356237099
12510,143,2,982.5699999999999,2,At-Risk Valuable Customers,-0.5174612130786799,0.7355385430633976
12512,66,2,138.03,3,Inactive Customers,-1.1535208430280255,-0.4612679829659415
12513,113,1,612.29,3,Inactive Customers,-1.0191102663773473,0.2598024041405432
12514,267,1,1017.68,3,Inactive Customers,-1.1049500390965836,0.9863338586569923
12515,353,1,383.7,3,Inactive Customers,-1.6733987177657916,0.8085497040057534
12516,78,2,1312.06,2,At-Risk Valuable Customers,-0.15094476971169432,0.4600012608857609
12517,28,5,2502.84,2,At-Risk Valuable Customers,1.1652903727874406,0.3257574455794728
12518,1,5,2056.89,1,High-Value Loyal Customers,2.094054658121679,-1.4410378718766323
12519,64,1,340.84,3,Inactive Customers,-1.0817949590492741,-0.30901322957065597
12520,79,5,2634.26,2,At-Risk Valuable Customers,0.8018184302367991,0.9877187299071215
12521,143,1,599.68,3,Inactive Customers,-1.11823753402465,0.4003597379952746
12522,39,2,192.72,0,Recent Low-Value Customers,-0.7990045812562077,-0.6676297754704773
12523,19,11,1789.77,1,High-Value Loyal Customers,1.7752160525118474,0.23458822562721526
12524,9,8,4485.72,1,High-Value Loyal Customers,2.2157010534667743,0.018696890325890562
12526,1,3,1316.66,0,Recent Low-Value Customers,1.515725107795392,-1.7590095003822097
12527,82,3,348.71000000000004,3,Inactive Customers,-0.5374051962748287,0.12058745083220176
12528,9,6,1933.48,1,High-Value Loyal Customers,1.5891520424420669,-0.38389926130582935
12530,60,4,1662.28,2,At-Risk Valuable Customers,0.5221324680876237,0.578347186006064
12531,15,1,125.22,0,Recent Low-Value Customers,-1.0189283799999682,-1.5601986682487436
12532,30,1,349.83000000000004,0,Recent Low-Value Customers,-0.7865559928490873,-0.7689933074349918
12534,131,1,1089.18,3,Inactive Customers,-0.8021493359981531,0.5620116833436013
12535,92,2,716.35,2,At-Risk Valuable Customers,-0.5001686808344631,0.3435253920502604
12536,43,3,12601.830000000002,2,At-Risk Valuable Customers,1.406110044422801,1.0221605807203893
12538,29,1,363.95,0,Recent Low-Value Customers,-0.755301936569425,-0.775428735341993
12539,22,4,5568.35,2,At-Risk Valuable Customers,1.4683117470145461,0.3995519067394628
12540,20,17,13400.24,1,High-Value Loyal Customers,3.078439596345366,1.1534722264965551
12541,30,3,981.18,2,At-Risk Valuable Customers,0.3289632065683343,-0.12817056941034805
12544,36,1,372.7,0,Recent Low-Value Customers,-0.8241968861985086,-0.6338445089505443
12545,75,2,1000.39,2,At-Risk Valuable Customers,-0.26473645735229717,0.336885303830356
12546,47,2,1161.5,2,At-Risk Valuable Customers,-0.018347796512093503,0.09980411837936218
12547,198,2,207.79999999999998,3,Inactive Customers,-1.3765125808483087,0.3768655141359353
12548,166,1,95.19999999999999,3,Inactive Customers,-2.044033140184124,-0.171979969128758
12550,79,1,964.83,3,Inactive Customers,-0.6682648568172074,0.2004578053289057
12551,358,1,168.0,3,Inactive Customers,-2.0690936502724644,0.5182198142201107
12552,39,2,437.82,0,Recent Low-Value Customers,-0.4109893287267354,-0.3701862334858362
12553,8,10,3692.28,1,High-Value Loyal Customers,2.345133826603288,-0.04178912686071941
12556,50,2,603.71,0,Recent Low-Value Customers,-0.35165944940159866,-0.09950976287976596
12557,16,5,11990.960000000001,1,High-Value Loyal Customers,2.1126891937006436,0.556951255888105
12558,8,1,269.96,0,Recent Low-Value Customers,-0.4365529378796689,-1.6470888148286529
12559,311,2,561.71,3,Inactive Customers,-1.0779030065001827,1.0226143176818898
12560,5,3,2134.01,0,Recent Low-Value Customers,1.3249420301600405,-0.8869161503333386
12561,303,1,238.85,3,Inactive Customers,-1.8394077181099506,0.5401472230609013
12562,8,7,3781.7400000000002,1,High-Value Loyal Customers,2.0684281012771017,-0.15544522992463794
12564,261,1,456.9,3,Inactive Customers,-1.4757414963297615,0.6811055544992006
12565,289,1,145.92,3,Inactive Customers,-2.0539735401997667,0.33196396820018553
12566,86,1,351.65,3,Inactive Customers,-1.1784166437533226,-0.11286002112223145
12567,23,10,9401.28,1,High-Value Loyal Customers,2.4137636092806534,0.9199868044858935
12569,2,32,4124.69,1,High-Value Loyal Customers,3.811243119611863,-0.27591783089168415
12571,40,2,519.61,0,Recent Low-Value Customers,-0.33932123638333717,-0.2923586561052266
12572,9,2,1020.42,0,Recent Low-Value Customers,0.5196544774053764,-0.9417822791607584
12573,227,1,160.54000000000002,3,Inactive Customers,-1.917044050827615,0.21397013805325268
12574,316,1,218.45,3,Inactive Customers,-1.8975896218169526,0.5343609021261951
12576,36,5,1315.83,2,At-Risk Valuable Customers,0.7672628345629738,0.24646078983735142
12577,35,3,657.8,2,At-Risk Valuable Customers,0.08231682751182007,-0.1786376499415657
12578,21,2,2794.51,2,At-Risk Valuable Customers,0.6961415725643678,-0.07564184856852273
12579,78,1,440.42,3,Inactive Customers,-1.0350145522346237,-0.09234377690961895
12580,247,1,415.7,3,Inactive Customers,-1.4994983186245576,0.6119907310571142
12581,40,1,197.71,3,Inactive Customers,-1.163142197377264,-0.7985183371158862
12582,239,2,511.36,3,Inactive Customers,-1.022130171315762,0.8221736104599355
12583,3,15,7281.38,1,High-Value Loyal Customers,3.3161227505411737,-0.16498023423585204
12584,4,9,2338.15,1,High-Value Loyal Customers,2.2667905249781977,-0.6172177213897088
12585,234,2,2040.1,2,At-Risk Valuable Customers,-0.3581757466663604,1.3116305940713717
12586,17,1,196.94000000000003,0,Recent Low-Value Customers,-0.8504245544243408,-1.321850189181686
12587,8,1,144.0,0,Recent Low-Value Customers,-0.7332497040838154,-1.8745297117002189
12588,39,1,214.89999999999998,3,Inactive Customers,-1.1143351044503773,-0.7839924165490727
12589,29,2,646.68,0,Recent Low-Value Customers,-0.11632087562699052,-0.41096305788658516
12590,211,2,9864.26,2,At-Risk Valuable Customers,0.4288258423902585,1.8194541571634015
12591,317,1,452.84999999999997,3,Inactive Customers,-1.5539762696254265,0.8006864573690807
12592,92,2,437.6,3,Inactive Customers,-0.7336282945558861,0.16456063753873074
12593,109,3,418.09999999999997,3,Inactive Customers,-0.5591316745318958,0.36499445835354744
12594,38,10,3338.2200000000003,1,High-Value Loyal Customers,1.7369968650563865,0.85122769192864
12596,51,2,618.27,2,At-Risk Valuable Customers,-0.3477891617659344,-0.07854356724828089
12597,19,4,3811.22,2,At-Risk Valuable Customers,1.3418371491080356,0.17304902468871217
12598,10,8,3023.08,1,High-Value Loyal Customers,1.992070280394657,-0.06438686692415989
12599,29,7,1032.58,2,At-Risk Valuable Customers,0.9926972283830725,0.1359300065985649
12600,29,10,2599.04,1,High-Value Loyal Customers,1.7185176110199751,0.5938670459320465
12601,190,5,577.0600000000001,2,At-Risk Valuable Customers,-0.2506160279745375,0.9876098141229732
12602,59,1,153.12,3,Inactive Customers,-1.4292287171612117,-0.6495423995890821
12603,22,1,739.1999999999999,0,Recent Low-Value Customers,-0.31819998575000663,-0.6866462865996877
12604,79,2,254.18,3,Inactive Customers,-0.9331083802396384,-0.12792759447034108
12607,60,1,1579.51,2,At-Risk Valuable Customers,-0.33093699361980344,0.20770430532908782
12609,78,3,1126.85,2,At-Risk Valuable Customers,0.03713163418346103,0.5152302098637097
12610,23,5,2099.54,2,At-Risk Valuable Customers,1.1542602132935815,0.14188676170248393
12611,52,1,1193.32,2,At-Risk Valuable Customers,-0.4101686560668674,0.016656672671855943
12612,74,1,704.0400000000001,3,Inactive Customers,-0.7929553130667817,0.04504990066381396
12613,57,5,3344.38,2,At-Risk Valuable Customers,1.0379246675862468,0.8706248938410062
12614,278,1,315.6,3,Inactive Customers,-1.6748730236302782,0.5867298610540066
12615,2,4,2291.19,1,High-Value Loyal Customers,1.825364098908214,-1.2147991383584866
12616,95,2,713.3,3,Inactive Customers,-0.5143223527901425,0.36210452434953366
12617,29,1,355.53,0,Recent Low-Value Customers,-0.7663785073516288,-0.7839197789930465
12618,22,1,177.31,0,Recent Low-Value Customers,-0.9936509205943488,-1.2044313921779224
12619,16,9,3641.24,1,High-Value Loyal Customers,2.009292576457561,0.3197517679415689
12620,15,3,1339.41,2,At-Risk Valuable Customers,0.729255240985298,-0.43438997873882873
12621,2,20,13689.67,1,High-Value Loyal Customers,3.971587105210667,-0.013256220374882962
12622,232,1,180.1,3,Inactive Customers,-1.8710956082592396,0.26930101380372923
12623,276,1,305.1,3,Inactive Customers,-1.6881287272281094,0.5698997115318183
12624,106,2,641.13,3,Inactive Customers,-0.6063185571806272,0.39213696712912804
12625,212,2,2683.82,2,At-Risk Valuable Customers,-0.1905343571484328,1.349028975100396
12626,23,9,6620.48,1,High-Value Loyal Customers,2.1611614553695286,0.7558160007348756
12627,11,7,4478.53,1,High-Value Loyal Customers,2.0387287939600585,0.08845082941460147
12628,4,3,786.46,0,Recent Low-Value Customers,0.9213030641596593,-1.3653368812536057
12630,10,2,1270.88,0,Recent Low-Value Customers,0.5873012142372425,-0.8015794164093788
12631,57,1,640.5,3,Inactive Customers,-0.7395512163800506,-0.15227610470183822
12633,59,4,2163.98,2,At-Risk Valuable Customers,0.653545206455864,0.6637635551817166
12635,90,2,1689.18,2,At-Risk Valuable Customers,-0.08517279081420874,0.6415000925765386
12637,67,8,6021.9,2,At-Risk Valuable Customers,1.6229347832769965,1.3411604779615283
12638,33,1,671.69,0,Recent Low-Value Customers,-0.5129397161753319,-0.4736212275704944
12639,239,1,486.1,3,Inactive Customers,-1.412892504877891,0.6479866835887207
12640,24,3,1174.58,2,At-Risk Valuable Customers,0.49645517763368263,-0.19916956512408585
12641,115,1,185.9,3,Inactive Customers,-1.589628360824816,-0.16142257450167666
12642,25,3,1013.26,2,At-Risk Valuable Customers,0.41142580273018226,-0.2279960323843582
12643,128,6,3344.64,2,At-Risk Valuable Customers,0.8719475276967804,1.4366943012300704
12644,130,1,477.91,3,Inactive Customers,-1.1895886583521034,0.25796065937629525
12645,34,4,1775.18,2,At-Risk Valuable Customers,0.7655734437754179,0.2500265690354855
12646,5,2,1346.97,0,Recent Low-Value Customers,0.8464890748724923,-1.1647410653007382
12647,22,12,3722.82,1,High-Value Loyal Customers,2.141623293747393,0.6202701825963656
12648,155,1,318.05,3,Inactive Customers,-1.449068214905687,0.22094703505608546
12649,107,3,623.51,2,At-Risk Valuable Customers,-0.36284833788160353,0.4984522596318273
12650,3,1,314.44,0,Recent Low-Value Customers,-0.054553575438724106,-2.1059373086231425
12651,335,1,114.0,3,Inactive Customers,-2.2264730553417875,0.33620282278894553
12652,331,1,919.98,3,Inactive Customers,-1.2346247066442375,1.0854297249158071
12653,149,2,2209.85,2,At-Risk Valuable Customers,-0.1487138813092154,1.0560511168814604
12654,11,5,601.98,0,Recent Low-Value Customers,0.8268742747342679,-0.7515828066089285
12656,17,5,4051.17,1,High-Value Loyal Customers,1.5759855922796082,0.19850884578001693
12657,11,4,1643.18,2,At-Risk Valuable Customers,1.1379637860709717,-0.45673824178225125
12658,19,1,686.05,0,Recent Low-Value Customers,-0.30015352524087896,-0.8023626590318467
12659,30,1,91.68,3,Inactive Customers,-1.4182321921058236,-1.2532217104925452
12660,11,1,245.1,0,Recent Low-Value Customers,-0.5921475684476577,-1.4997012061829034
12662,1,11,3849.78,1,High-Value Loyal Customers,3.018394204706651,-0.9467690456458516
12664,8,9,4881.88,1,High-Value Loyal Customers,2.3914189351987143,0.023160150195624573
12665,325,1,63.0,3,Inactive Customers,-2.4930283201127343,0.1038614672040572
12667,58,1,620.13,3,Inactive Customers,-0.7613959672315923,-0.15317634148986098
12668,12,4,3807.15,1,High-Value Loyal Customers,1.5059403601409822,-0.10046142292508874
12669,151,3,2744.0299999999997,2,At-Risk Valuable Customers,0.20914925283693117,1.253712133900858
12670,10,5,2996.05,1,High-Value Loyal Customers,1.6210389125397622,-0.2234484906314445
12672,330,1,225.89999999999998,3,Inactive Customers,-1.898261159290636,0.5739051397747819
12673,5,2,610.52,0,Recent Low-Value Customers,0.4714134838216842,-1.4522653612835645
12674,39,4,1970.6,2,At-Risk Valuable Customers,0.764080740144946,0.3726573489066159
12676,25,6,1331.39,2,At-Risk Valuable Customers,1.0470965280862472,0.08627142130731504
12678,42,12,17628.46,1,High-Value Loyal Customers,2.640345932815128,1.5825687635961632
12679,59,4,1113.02,2,At-Risk Valuable Customers,0.3382473687418874,0.42206350597393366
12680,1,4,862.81,0,Recent Low-Value Customers,1.5171967456227236,-1.8268733192918827
12681,15,22,13787.54,1,High-Value Loyal Customers,3.4176001959230264,1.0856123517247454
12682,4,31,12288.22,1,High-Value Loyal Customers,4.106161461861954,0.4331764557011206
12683,4,15,8476.57,1,High-Value Loyal Customers,3.3029686518863652,0.031775923183196726
12684,8,7,2283.63,1,High-Value Loyal Customers,1.8291466613692973,-0.33887286209473255
12685,28,6,2863.08,2,At-Risk Valuable Customers,1.3685178586008262,0.43388635135626596
12686,372,1,89.14,3,Inactive Customers,-2.3819734023670245,0.31383430532929796
12688,114,1,4873.8099999999995,2,At-Risk Valuable Customers,-0.03873820031981302,1.0194285772744198
12689,26,2,1247.61,2,At-Risk Valuable Customers,0.23541878723459955,-0.23898999879188537
12690,206,1,389.01,3,Inactive Customers,-1.4618571237991558,0.473339045756823
12691,28,6,1035.8,2,At-Risk Valuable Customers,0.8863394637745076,0.06425951661034257
12693,127,4,855.91,2,At-Risk Valuable Customers,-0.07579498731610478,0.8069943238699401
12694,70,2,869.67,2,At-Risk Valuable Customers,-0.3051104718448383,0.242854312132445
12695,7,4,582.1,0,Recent Low-Value Customers,0.8009787925829629,-1.0909033609393328
12697,29,3,957.59,2,At-Risk Valuable Customers,0.32995632959257365,-0.1578033307019952
12700,8,4,4939.99,1,High-Value Loyal Customers,1.7700341165531839,-0.23887057005385448
12701,80,2,797.71,2,At-Risk Valuable Customers,-0.39639771558092146,0.29501730112357394
12702,20,1,219.0,0,Recent Low-Value Customers,-0.8591873518473205,-1.1856797363550462
12703,71,1,283.55,3,Inactive Customers,-1.2079232700194298,-0.31089433821794704
12704,7,8,2340.84,1,High-Value Loyal Customers,1.9924331016471706,-0.3592949572830418
12705,15,9,6868.29,1,High-Value Loyal Customers,2.3335324307231335,0.5121114176407685
12707,292,1,603.42,3,Inactive Customers,-1.386733515127741,0.8529945138169288
12708,30,10,2712.91,1,High-Value Loyal Customers,1.7263282584216006,0.6302485745497668
12709,15,15,9736.52,1,High-Value Loyal Customers,2.9242600014338183,0.819632941335272
12710,97,3,1149.02,2,At-Risk Valuable Customers,-0.03598502433723586,0.658953561605522
12712,29,13,4396.13,1,High-Value Loyal Customers,2.185997517414639,0.8776634205939319
12713,1,1,848.55,0,Recent Low-Value Customers,0.6804502927356807,-2.1850033579407926
12714,9,5,4708.86,1,High-Value Loyal Customers,1.871962397844191,-0.11944276976314776
12715,106,1,353.86,3,Inactive Customers,-1.2545203178069435,0.020602913996034387
12716,4,2,1053.49,0,Recent Low-Value Customers,0.7996391034942403,-1.36965558323139
12717,151,2,1030.98,2,At-Risk Valuable Customers,-0.5153219260050488,0.787295323821703
12718,71,1,238.25,3,Inactive Customers,-1.2902075357817198,-0.37397155824573974
12719,5,2,644.95,0,Recent Low-Value Customers,0.4974058470520111,-1.432340215214229
12720,3,25,5781.73,1,High-Value Loyal Customers,3.645878569089386,-0.06230724926934607
12721,32,6,2656.13,2,At-Risk Valuable Customers,1.283553301909416,0.4885254848428932
12722,85,4,997.63,2,At-Risk Valuable Customers,0.14879521020623993,0.6105333378780989
12723,4,5,725.07,0,Recent Low-Value Customers,1.2495577123050599,-1.2390669041167346
12724,5,4,1031.41,0,Recent Low-Value Customers,1.1820054188524471,-1.0654800018692547
12725,371,1,427.8,3,Inactive Customers,-1.6408509105975109,0.8794732913292638
12726,28,7,2609.1,2,At-Risk Valuable Customers,1.4452414575252834,0.4514154055573997
12727,11,7,3980.7,1,High-Value Loyal Customers,1.9828242292551364,0.04559567969937604
12728,71,4,836.33,2,At-Risk Valuable Customers,0.13309357928718238,0.4337977539874604
12729,114,1,453.01,3,Inactive Customers,-1.1651489651866191,0.15594806858961535
12731,24,12,18895.91,1,High-Value Loyal Customers,2.880523587524288,1.2639835163486846
12732,180,1,236.26000000000002,3,Inactive Customers,-1.6464196662736943,0.20744267786906054
12733,234,1,383.95,3,Inactive Customers,-1.5165321500309394,0.5490237598896717
12734,353,1,110.39999999999999,3,Inactive Customers,-2.261506671095895,0.3577197132580133
